# Jiukong first-party phrase lexicon. See README.md.
測試	ㄘㄜˋ ㄕˋ
情感	ㄑㄧㄥˊ ㄍㄢˇ
請教	ㄑㄧㄥˇ ㄐㄧㄠˋ
親自	ㄑㄧㄣ ㄗˋ
球迷	ㄑㄧㄡˊ ㄇㄧˊ
慶祝	ㄑㄧㄥˋ ㄓㄨˋ
去世	ㄑㄩˋ ㄕˋ
全場	ㄑㄩㄢˊ ㄔㄤˇ
全面	ㄑㄩㄢˊ ㄇㄧㄢˋ
全球	ㄑㄩㄢˊ ㄑㄧㄡˊ
區別	ㄑㄩ ㄅㄧㄝˊ
確保	ㄑㄩㄝˋ ㄅㄠˇ
確定	ㄑㄩㄝˋ ㄉㄧㄥˋ
確實	ㄑㄩㄝˋ ㄕˊ
裙子	ㄑㄩㄣˊ ˙ㄗ
熱烈	ㄖㄜˋ ㄌㄧㄝˋ
熱愛	ㄖㄜˋ ㄞˋ
人才	ㄖㄣˊ ㄘㄞˊ
人類	ㄖㄣˊ ㄌㄟˋ
人工	ㄖㄣˊ ㄍㄨㄥ
人民	ㄖㄣˊ ㄇㄧㄣˊ
人群	ㄖㄣˊ ㄑㄩㄣˊ
人生	ㄖㄣˊ ㄕㄥ
認得	ㄖㄣˋ ˙ㄉㄜ
認出	ㄖㄣˋ ㄔㄨ
認可	ㄖㄣˋ ㄎㄜˇ
仍然	ㄖㄥˊ ㄖㄢˊ
日常	ㄖˋ ㄔㄤˊ
散步	ㄙㄢˋ ㄅㄨˋ
傷心	ㄕㄤ ㄒㄧㄣ
商業	ㄕㄤ ㄧㄝˋ
上面	ㄕㄤˋ ㄇㄧㄢˋ
上去	ㄕㄤˋ ㄑㄩˋ
上來	ㄕㄤˋ ㄌㄞˊ
上升	ㄕㄤˋ ㄕㄥ
沙子	ㄕㄚ ˙ㄗ
上衣	ㄕㄤˋ ㄧ
設備	ㄕㄜˋ ㄅㄟˋ
設立	ㄕㄜˋ ㄌㄧˋ
深刻	ㄕㄣ ㄎㄜˋ
深入	ㄕㄣ ㄖㄨˋ
生存	ㄕㄥ ㄘㄨㄣˊ
生動	ㄕㄥ ㄉㄨㄥˋ
生命	ㄕㄥ ㄇㄧㄥˋ
生意	ㄕㄥ ㄧˋ
生長	ㄕㄥ ㄓㄤˇ
聲明	ㄕㄥ ㄇㄧㄥˊ
勝利	ㄕㄥˋ ㄌㄧˋ
石頭	ㄕˊ ˙ㄊㄡ
石油	ㄕˊ ㄧㄡˊ
失去	ㄕ ㄑㄩˋ
時代	ㄕˊ ㄉㄞˋ
實際上	ㄕˊ ㄐㄧˋ ㄕㄤˋ
實行	ㄕˊ ㄒㄧㄥˊ
實力	ㄕˊ ㄌㄧˋ
時刻	ㄕˊ ㄎㄜˋ
實驗室	ㄕˊ ㄧㄢˋ ㄕˋ
實驗	ㄕˊ ㄧㄢˋ
食品	ㄕˊ ㄆㄧㄣˇ
始終	ㄕˇ ㄓㄨㄥ
世紀	ㄕˋ ㄐㄧˋ
世界杯	ㄕˋ ㄐㄧㄝˋ ㄅㄟ
事故	ㄕˋ ㄍㄨˋ
事件	ㄕˋ ㄐㄧㄢˋ
事實上	ㄕˋ ㄕˊ ㄕㄤˋ
事業	ㄕˋ ㄧㄝˋ
試驗	ㄕˋ ㄧㄢˋ
試題	ㄕˋ ㄊㄧˊ
適用	ㄕˋ ㄩㄥˋ
適應	ㄕˋ ㄧㄥˋ
收費	ㄕㄡ ㄈㄟˋ
收看	ㄕㄡ ㄎㄢˋ
收聽	ㄕㄡ ㄊㄧㄥ
手續	ㄕㄡˇ ㄒㄩˋ
收音機	ㄕㄡ ㄧㄣ ㄐㄧ
首都	ㄕㄡˇ ㄉㄨ
手指	ㄕㄡˇ ㄓˇ
書架	ㄕㄨ ㄐㄧㄚˋ
熟人	ㄕㄨˊ ㄖㄣˊ
屬於	ㄕㄨˇ ㄩˊ
思想	ㄙ ㄒㄧㄤˇ
所長	ㄙㄨㄛˇ ㄔㄤˊ
談判	ㄊㄢˊ ㄆㄢˋ
談話	ㄊㄢˊ ㄏㄨㄚˋ
提問	ㄊㄧˊ ㄨㄣˋ
提前	ㄊㄧˊ ㄑㄧㄢˊ
體會	ㄊㄧˇ ㄏㄨㄟˋ
體現	ㄊㄧˇ ㄒㄧㄢˋ
體驗	ㄊㄧˇ ㄧㄢˋ
天空	ㄊㄧㄢ ㄎㄨㄥ
跳高	ㄊㄧㄠˋ ㄍㄠ
跳遠	ㄊㄧㄠˋ ㄩㄢˇ
跳舞	ㄊㄧㄠˋ ㄨˇ
聽眾	ㄊㄧㄥ ㄓㄨㄥˋ
聽力	ㄊㄧㄥ ㄌㄧˋ
通信	ㄊㄨㄥ ㄒㄧㄣˋ
鐵路	ㄊㄧㄝˇ ㄌㄨˋ
痛苦	ㄊㄨㄥˋ ㄎㄨˇ
頭腦	ㄊㄡˊ ㄋㄠˇ
突出	ㄊㄨˊ ㄔㄨ
突然	ㄊㄨˊ ㄖㄢˊ
圖畫	ㄊㄨˊ ㄏㄨㄚˋ
團結	ㄊㄨㄢˊ ㄐㄧㄝˊ
團體	ㄊㄨㄢˊ ㄊㄧˇ
推動	ㄊㄨㄟ ㄉㄨㄥˋ
推廣	ㄊㄨㄟ ㄍㄨㄤˇ
推進	ㄊㄨㄟ ㄐㄧㄣˋ
推開	ㄊㄨㄟ ㄎㄞ
退出	ㄊㄨㄟˋ ㄔㄨ
外交	ㄨㄞˋ ㄐㄧㄠ
外文	ㄨㄞˋ ㄨㄣˊ
完美	ㄨㄢˊ ㄇㄟˇ
完善	ㄨㄢˊ ㄕㄢˋ
玩具	ㄨㄢˊ ㄐㄩˋ
往往	ㄨㄤˇ ㄨㄤˇ
危害	ㄨㄟˊ ㄏㄞˋ
偉大	ㄨㄟˇ ㄉㄚˋ
衛生	ㄨㄟˋ ㄕㄥ
溫暖	ㄨㄣ ㄋㄨㄢˇ
文明	ㄨㄣˊ ㄇㄧㄥˊ
握手	ㄨㄛˋ ㄕㄡˇ
屋子	ㄨ ˙ㄗ
武器	ㄨˇ ㄑㄧˋ
武術	ㄨˇ ㄕㄨˋ
舞臺	ㄨˇ ㄊㄞˊ
下來	ㄒㄧㄚˋ ㄌㄞˊ
下去	ㄒㄧㄚˋ ㄑㄩˋ
顯然	ㄒㄧㄢˇ ㄖㄢˊ
先進	ㄒㄧㄢ ㄐㄧㄣˋ
顯得	ㄒㄧㄢˇ ˙ㄉㄜ
下面	ㄒㄧㄚˋ ㄇㄧㄢˋ
現場	ㄒㄧㄢˋ ㄔㄤˇ
現代	ㄒㄧㄢˋ ㄉㄞˋ
現實	ㄒㄧㄢˋ ㄕˊ
相當	ㄒㄧㄤ ㄉㄤ
相比	ㄒㄧㄤ ㄅㄧˇ
相互	ㄒㄧㄤ ㄏㄨˋ
相似	ㄒㄧㄤ ㄙˋ
寫作	ㄒㄧㄝˇ ㄗㄨㄛˋ
信封	ㄒㄧㄣˋ ㄈㄥ
信任	ㄒㄧㄣˋ ㄖㄣˋ
形成	ㄒㄧㄥˊ ㄔㄥˊ
形象	ㄒㄧㄥˊ ㄒㄧㄤˋ
形狀	ㄒㄧㄥˊ ㄓㄨㄤˋ
幸運	ㄒㄧㄥˋ ㄩㄣˋ
性別	ㄒㄧㄥˋ ㄅㄧㄝˊ
性格	ㄒㄧㄥˋ ㄍㄜˊ
宣布	ㄒㄩㄢ ㄅㄨˋ
宣傳	ㄒㄩㄢ ㄔㄨㄢˊ
選手	ㄒㄩㄢˇ ㄕㄡˇ
眼前	ㄧㄢˇ ㄑㄧㄢˊ
演唱	ㄧㄢˇ ㄔㄤˋ
演唱會	ㄧㄢˇ ㄔㄤˋ ㄏㄨㄟˋ
要是	ㄧㄠˋ ㄕˋ
衣架	ㄧ ㄐㄧㄚˋ
以來	ㄧˇ ㄌㄞˊ
一方面	ㄧ ㄈㄤ ㄇㄧㄢˋ
意外	ㄧˋ ㄨㄞˋ
銀牌	ㄧㄣˊ ㄆㄞˊ
印象	ㄧㄣˋ ㄒㄧㄤˋ
應當	ㄧㄥ ㄉㄤ
迎接	ㄧㄥˊ ㄐㄧㄝ
營養	ㄧㄥˊ ㄧㄤˇ
影視	ㄧㄥˇ ㄕˋ
應用	ㄧㄥˋ ㄩㄥˋ
優勢	ㄧㄡ ㄕˋ
郵票	ㄧㄡˊ ㄆㄧㄠˋ
郵箱	ㄧㄡˊ ㄒㄧㄤ
遊戲	ㄧㄡˊ ㄒㄧˋ
游泳	ㄧㄡˊ ㄩㄥˇ
有的是	ㄧㄡˇ ˙ㄉㄜ ㄕˋ
有利	ㄧㄡˇ ㄌㄧˋ
預報	ㄩˋ ㄅㄠˋ
預計	ㄩˋ ㄐㄧˋ
願望	ㄩㄢˋ ㄨㄤˋ
預習	ㄩˋ ㄒㄧˊ
樂隊	ㄩㄝˋ ㄉㄨㄟˋ
運輸	ㄩㄣˋ ㄕㄨ
早已	ㄗㄠˇ ㄧˇ
造成	ㄗㄠˋ ㄔㄥˊ
增長	ㄗㄥ ㄓㄤˇ
真實	ㄓㄣ ㄕˊ
爭取	ㄓㄥ ㄑㄩˇ
整理	ㄓㄥˇ ㄌㄧˇ
整個	ㄓㄥˇ ㄍㄜˋ
整天	ㄓㄥˇ ㄊㄧㄢ
整整	ㄓㄥˇ ㄓㄥˇ
整體	ㄓㄥˇ ㄊㄧˇ
證據	ㄓㄥˋ ㄐㄩˋ
證件	ㄓㄥˋ ㄐㄧㄢˋ
支付	ㄓ ㄈㄨˋ
證明	ㄓㄥˋ ㄇㄧㄥˊ
直播	ㄓˊ ㄅㄛˋ
直到	ㄓˊ ㄉㄠˋ
值得	ㄓˊ ˙ㄉㄜ
職工	ㄓˊ ㄍㄨㄥ
只好	ㄓˇ ㄏㄠˇ
只是	ㄓˇ ㄕˋ
指導	ㄓˇ ㄉㄠˇ
指出	ㄓˇ ㄔㄨ
至少	ㄓˋ ㄕㄠˇ
至今	ㄓˋ ㄐㄧㄣ
志願者	ㄓˋ ㄩㄢˋ ㄓㄜˇ
制定	ㄓˋ ㄉㄧㄥˋ
志願	ㄓˋ ㄩㄢˋ
製造	ㄓˋ ㄗㄠˋ
種子	ㄓㄨㄥˇ ˙ㄗ
重大	ㄓㄨㄥˋ ㄉㄚˋ
主持	ㄓㄨˇ ㄔˊ
主張	ㄓㄨˇ ㄓㄤ
主意	ㄓㄨˇ ㄧˋ
主任	ㄓㄨˇ ㄖㄣˋ
注意	ㄓㄨˋ ㄧˋ
專家	ㄓㄨㄢ ㄐㄧㄚ
專門	ㄓㄨㄢ ㄇㄣˊ
抓住	ㄓㄨㄚ ㄓㄨˋ
專題	ㄓㄨㄢ ㄊㄧˊ
轉變	ㄓㄨㄢˇ ㄅㄧㄢˋ
資金	ㄗ ㄐㄧㄣ
自從	ㄗˋ ㄘㄨㄥˊ
子女	ㄗˇ ㄋㄩˇ
自覺	ㄗˋ ㄐㄩㄝˊ
自身	ㄗˋ ㄕㄣ
自主	ㄗˋ ㄓㄨˇ
總是	ㄗㄨㄥˇ ㄕˋ
組合	ㄗㄨˇ ㄏㄜˊ
足球	ㄗㄨˊ ㄑㄧㄡˊ
總結	ㄗㄨㄥˇ ㄐㄧㄝˊ
做客	ㄗㄨㄛˋ ㄎㄜˋ
阿公	ㄚ ㄍㄨㄥ
阿伯	ㄚ ㄅㄛˊ
阿里山	ㄚ ㄌㄧˇ ㄕㄢ
阿美族	ㄚ ㄇㄟˇ ㄗㄨˊ
額外	ㄜˊ ㄨㄞˋ
額度	ㄜˊ ㄉㄨˋ
額頭	ㄜˊ ㄊㄡˊ
俄國	ㄜˊ ㄍㄨㄛˊ
俄羅斯	ㄜˊ ㄌㄨㄛˊ ㄙ
惡化	ㄜˋ ㄏㄨㄚˋ
凹槽	ㄠ ㄘㄠˊ
凹凸	ㄠ ㄊㄨ
熬夜	ㄠˊ ㄧㄝˋ
熬湯	ㄠˊ ㄊㄤ
歐洲	ㄡ ㄓㄡ
歐元	ㄡ ㄩㄢˊ
歐美	ㄡ ㄇㄟˇ
偶像	ㄡˇ ㄒㄧㄤˋ
恩人	ㄣ ㄖㄣˊ
恩情	ㄣ ㄑㄧㄥˊ
恩惠	ㄣ ㄏㄨㄟˋ
恩師	ㄣ ㄕ
恩典	ㄣ ㄉㄧㄢˇ
昂首	ㄤˊ ㄕㄡˇ
盎然	ㄤˋ ㄖㄢˊ
盎司	ㄤˋ ㄙ
兒童	ㄦˊ ㄊㄨㄥˊ
兒女	ㄦˊ ㄋㄩˇ
耳機	ㄦˇ ㄐㄧ
二手	ㄦˋ ㄕㄡˇ
二次	ㄦˋ ㄘˋ
二維	ㄦˋ ㄨㄟˊ
二維碼	ㄦˋ ㄨㄟˊ ㄇㄚˇ
報導	ㄅㄠˋ ㄉㄠˇ
反覆	ㄈㄢˇ ㄈㄨˋ
周圍	ㄓㄡ ㄨㄟˊ
身分證	ㄕㄣ ㄈㄣˋ ㄓㄥˋ
台鐵	ㄊㄞˊ ㄊㄧㄝˇ
超商	ㄔㄠ ㄕㄤ
載具	ㄗㄞˋ ㄐㄩˋ
條碼	ㄊㄧㄠˊ ㄇㄚˇ
行動支付	ㄒㄧㄥˊ ㄉㄨㄥˋ ㄓ ㄈㄨˋ
提款機	ㄊㄧˊ ㄎㄨㄢˇ ㄐㄧ
購物車	ㄍㄡˋ ㄨˋ ㄔㄜ
免運費	ㄇㄧㄢˇ ㄩㄣˋ ㄈㄟˋ
超取	ㄔㄠ ㄑㄩˇ
促銷	ㄘㄨˋ ㄒㄧㄠ
驗證	ㄧㄢˋ ㄓㄥˋ
手機號碼	ㄕㄡˇ ㄐㄧ ㄏㄠˋ ㄇㄚˇ
簡訊	ㄐㄧㄢˇ ㄒㄩㄣˋ
訊息	ㄒㄩㄣˋ ㄒㄧˊ
聊天室	ㄌㄧㄠˊ ㄊㄧㄢ ㄕˋ
群組	ㄑㄩㄣˊ ㄗㄨˇ
貼圖	ㄊㄧㄝ ㄊㄨˊ
社群	ㄕㄜˋ ㄑㄩㄣˊ
社群媒體	ㄕㄜˋ ㄑㄩㄣˊ ㄇㄟˊ ㄊㄧˇ
限時動態	ㄒㄧㄢˋ ㄕˊ ㄉㄨㄥˋ ㄊㄞˋ
追蹤	ㄓㄨㄟ ㄗㄨㄥ
按讚	ㄢˋ ㄗㄢˋ
留言	ㄌㄧㄡˊ ㄧㄢˊ
轉發	ㄓㄨㄢˇ ㄈㄚ
下載	ㄒㄧㄚˋ ㄗㄞˋ
雲端硬碟	ㄩㄣˊ ㄉㄨㄢ ㄧㄥˋ ㄉㄧㄝˊ
升級	ㄕㄥ ㄐㄧˊ
硬體	ㄧㄥˋ ㄊㄧˇ
生成式人工智慧	ㄕㄥ ㄔㄥˊ ㄕˋ ㄖㄣˊ ㄍㄨㄥ ㄓˋ ㄏㄨㄟˋ
機器學習	ㄐㄧ ㄑㄧˋ ㄒㄩㄝˊ ㄒㄧˊ
深度學習	ㄕㄣ ㄉㄨˋ ㄒㄩㄝˊ ㄒㄧˊ
語言模型	ㄩˇ ㄧㄢˊ ㄇㄛˊ ㄒㄧㄥˊ
聊天機器人	ㄌㄧㄠˊ ㄊㄧㄢ ㄐㄧ ㄑㄧˋ ㄖㄣˊ
自動化	ㄗˋ ㄉㄨㄥˋ ㄏㄨㄚˋ
介面	ㄐㄧㄝˋ ㄇㄧㄢˋ
安全性	ㄢ ㄑㄩㄢˊ ㄒㄧㄥˋ
資訊安全	ㄗ ㄒㄩㄣˋ ㄢ ㄑㄩㄢˊ
觸控板	ㄔㄨˋ ㄎㄨㄥˋ ㄅㄢˇ
麥克風	ㄇㄞˋ ㄎㄜˋ ㄈㄥ
攝影機	ㄕㄜˋ ㄧㄥˇ ㄐㄧ
音訊	ㄧㄣ ㄒㄩㄣˋ
視訊	ㄕˋ ㄒㄩㄣˋ
錄影	ㄌㄨˋ ㄧㄥˇ
暫停	ㄓㄢˋ ㄊㄧㄥˊ
快轉	ㄎㄨㄞˋ ㄓㄨㄢˇ
倒轉	ㄉㄠˋ ㄓㄨㄢˇ
亮度	ㄌㄧㄤˋ ㄉㄨˋ
解析度	ㄐㄧㄝˇ ㄒㄧ ㄉㄨˋ
畫質	ㄏㄨㄚˋ ㄓˊ
字幕	ㄗˋ ㄇㄨˋ
語音	ㄩˇ ㄧㄣ
字庫	ㄗˋ ㄎㄨˋ
自訂詞	ㄗˋ ㄉㄧㄥˋ ㄘˊ
簽呈	ㄑㄧㄢ ㄔㄥˊ
簽核	ㄑㄧㄢ ㄏㄜˊ
核銷	ㄏㄜˊ ㄒㄧㄠ
經費	ㄐㄧㄥ ㄈㄟˋ
報帳	ㄅㄠˋ ㄓㄤˋ
申請表	ㄕㄣ ㄑㄧㄥˇ ㄅㄧㄠˇ
報名表	ㄅㄠˋ ㄇㄧㄥˊ ㄅㄧㄠˇ
簽到	ㄑㄧㄢ ㄉㄠˋ
簽退	ㄑㄧㄢ ㄊㄨㄟˋ
講座	ㄐㄧㄤˇ ㄗㄨㄛˋ
研習	ㄧㄢˊ ㄒㄧˊ
會議紀錄	ㄏㄨㄟˋ ㄧˋ ㄐㄧˋ ㄌㄨˋ
參與者	ㄘㄢ ㄩˋ ㄓㄜˇ
主辦單位	ㄓㄨˇ ㄅㄢˋ ㄉㄢ ㄨㄟˋ
承辦單位	ㄔㄥˊ ㄅㄢˋ ㄉㄢ ㄨㄟˋ
承辦人	ㄔㄥˊ ㄅㄢˋ ㄖㄣˊ
聯絡電話	ㄌㄧㄢˊ ㄌㄨㄛˋ ㄉㄧㄢˋ ㄏㄨㄚˋ
備註	ㄅㄟˋ ㄓㄨˋ
下載連結	ㄒㄧㄚˋ ㄗㄞˋ ㄌㄧㄢˊ ㄐㄧㄝˊ
尚未	ㄕㄤˋ ㄨㄟˋ
處理中	ㄔㄨˇ ㄌㄧˇ ㄓㄨㄥ
待確認	ㄉㄞˋ ㄑㄩㄝˋ ㄖㄣˋ
已確認	ㄧˇ ㄑㄩㄝˋ ㄖㄣˋ
通知單	ㄊㄨㄥ ㄓ ㄉㄢ
公文系統	ㄍㄨㄥ ㄨㄣˊ ㄒㄧˋ ㄊㄨㄥˇ
校務系統	ㄒㄧㄠˋ ㄨˋ ㄒㄧˋ ㄊㄨㄥˇ
學生證	ㄒㄩㄝˊ ㄕㄥ ㄓㄥˋ
健保卡	ㄐㄧㄢˋ ㄅㄠˇ ㄎㄚˇ
影本	ㄧㄥˇ ㄅㄣˇ
正本	ㄓㄥˋ ㄅㄣˇ
副本	ㄈㄨˋ ㄅㄣˇ
影印	ㄧㄥˇ ㄧㄣˋ
裝訂	ㄓㄨㄤ ㄉㄧㄥˋ
郵寄	ㄧㄡˊ ㄐㄧˋ
收件	ㄕㄡ ㄐㄧㄢˋ
寄件	ㄐㄧˋ ㄐㄧㄢˋ
宵夜	ㄒㄧㄠ ㄧㄝˋ
刷卡	ㄕㄨㄚ ㄎㄚˇ
找零	ㄓㄠˇ ㄌㄧㄥˊ
統編	ㄊㄨㄥˇ ㄅㄧㄢ
冰水	ㄅㄧㄥ ㄕㄨㄟˇ
礦泉水	ㄎㄨㄤˋ ㄑㄩㄢˊ ㄕㄨㄟˇ
白酒	ㄅㄞˊ ㄐㄧㄡˇ
調酒	ㄊㄧㄠˊ ㄐㄧㄡˇ
酒精	ㄐㄧㄡˇ ㄐㄧㄥ
酒吧	ㄐㄧㄡˇ ㄅㄚ
夜市	ㄧㄝˋ ㄕˋ
餐券	ㄘㄢ ㄑㄩㄢˋ
優惠券	ㄧㄡ ㄏㄨㄟˋ ㄑㄩㄢˋ
折價券	ㄓㄜˊ ㄐㄧㄚˋ ㄑㄩㄢˋ
民宿	ㄇㄧㄣˊ ㄙㄨˋ
國內線	ㄍㄨㄛˊ ㄋㄟˋ ㄒㄧㄢˋ
國際線	ㄍㄨㄛˊ ㄐㄧˋ ㄒㄧㄢˋ
定位	ㄉㄧㄥˋ ㄨㄟˋ
路況	ㄌㄨˋ ㄎㄨㄤˋ
租車	ㄗㄨ ㄔㄜ
護士	ㄏㄨˋ ㄕˋ
藥品	ㄧㄠˋ ㄆㄧㄣˇ
門診	ㄇㄣˊ ㄓㄣˇ
睡眠	ㄕㄨㄟˋ ㄇㄧㄢˊ
飲食	ㄧㄣˇ ㄕˊ
體重	ㄊㄧˇ ㄓㄨㄥˋ
身高	ㄕㄣ ㄍㄠ
心率	ㄒㄧㄣ ㄌㄩˋ
體檢	ㄊㄧˇ ㄐㄧㄢˇ
房貸	ㄈㄤˊ ㄉㄞˋ
信用	ㄒㄧㄣˋ ㄩㄥˋ
股票	ㄍㄨˇ ㄆㄧㄠˋ
基金	ㄐㄧ ㄐㄧㄣ
股市	ㄍㄨˇ ㄕˋ
股價	ㄍㄨˇ ㄐㄧㄚˋ
總額	ㄗㄨㄥˇ ㄜˊ
報稅	ㄅㄠˋ ㄕㄨㄟˋ
保費	ㄅㄠˇ ㄈㄟˋ
保單	ㄅㄠˇ ㄉㄢ
儲蓄	ㄔㄨˊ ㄒㄩˋ
存摺	ㄘㄨㄣˊ ㄓㄜˊ
連假	ㄌㄧㄢˊ ㄐㄧㄚˋ
行事曆	ㄒㄧㄥˊ ㄕˋ ㄌㄧˋ
月曆	ㄩㄝˋ ㄌㄧˋ
日曆	ㄖˋ ㄌㄧˋ
時區	ㄕˊ ㄑㄩ
時差	ㄕˊ ㄔㄚ
遲到	ㄔˊ ㄉㄠˋ
延期	ㄧㄢˊ ㄑㄧˊ
改期	ㄍㄞˇ ㄑㄧˊ
預訂	ㄩˋ ㄉㄧㄥˋ
鬧鐘	ㄋㄠˋ ㄓㄨㄥ
計時器	ㄐㄧˋ ㄕˊ ㄑㄧˋ
倒數	ㄉㄠˋ ㄕㄨˇ
# Maintainer-provided ChatGPT phrase pack, reviewed 2026-09-07. See import-20260907.md.
星期	ㄒㄧㄥ ㄑㄧˊ
不一會兒	ㄅㄨˋ ㄧ ㄏㄨㄟˋ ㄦˊ
假期	ㄐㄧㄚˋ ㄑㄧˊ
長期	ㄔㄤˊ ㄑㄧˊ
定期	ㄉㄧㄥˋ ㄑㄧˊ
短期	ㄉㄨㄢˇ ㄑㄧˊ
幹嗎	ㄍㄢˋ ㄇㄚ
結實	ㄐㄧㄝˊ ㄕˊ
近期	ㄐㄧㄣˋ ㄑㄧˊ
世界盃	ㄕˋ ㄐㄧㄝˋ ㄅㄟ
愛國	ㄞˋ ㄍㄨㄛˊ
愛護	ㄞˋ ㄏㄨˋ
矮小	ㄞˇ ㄒㄧㄠˇ
按時	ㄢˋ ㄕˊ
安置	ㄢ ㄓˋ
暗示	ㄢˋ ㄕˋ
百貨	ㄅㄞˇ ㄏㄨㄛˋ
擺動	ㄅㄞˇ ㄉㄨㄥˋ
巴士	ㄅㄚ ㄕˋ
擺脫	ㄅㄞˇ ㄊㄨㄛ
辦事	ㄅㄢˋ ㄕˋ
寶寶	ㄅㄠˇ ㄅㄠˇ
寶貝	ㄅㄠˇ ㄅㄟˋ
寶貴	ㄅㄠˇ ㄍㄨㄟˋ
寶石	ㄅㄠˇ ㄕˊ
保守	ㄅㄠˇ ㄕㄡˇ
保密	ㄅㄠˇ ㄇㄧˋ
本科	ㄅㄣˇ ㄎㄜ
比分	ㄅㄧˇ ㄈㄣ
被迫	ㄅㄟˋ ㄆㄛˋ
辯論	ㄅㄧㄢˋ ㄌㄨㄣˋ
表情	ㄅㄧㄠˇ ㄑㄧㄥˊ
表揚	ㄅㄧㄠˇ ㄧㄤˊ
冰雪	ㄅㄧㄥ ㄒㄩㄝˇ
不要緊	ㄅㄨˋ ㄧㄠˋ ㄐㄧㄣˇ
不管	ㄅㄨˋ ㄍㄨㄢˇ
不在乎	ㄅㄨˋ ㄗㄞˋ ㄏㄨ
布置	ㄅㄨˋ ㄓˋ
不然	ㄅㄨˋ ㄖㄢˊ
材料	ㄘㄞˊ ㄌㄧㄠˋ
財富	ㄘㄞˊ ㄈㄨˋ
參與	ㄘㄢ ㄩˋ
採訪	ㄘㄞˇ ㄈㄤˇ
操場	ㄘㄠ ㄔㄤˇ
操作	ㄘㄠ ㄗㄨㄛˋ
測量	ㄘㄜˋ ㄌㄧㄤˊ
長途	ㄔㄤˊ ㄊㄨˊ
唱片	ㄔㄤˋ ㄆㄧㄢˋ
抄寫	ㄔㄠ ㄒㄧㄝˇ
潮流	ㄔㄠˊ ㄌㄧㄡˊ
徹底	ㄔㄜˋ ㄉㄧˇ
潮濕	ㄔㄠˊ ㄕ
沉默	ㄔㄣˊ ㄇㄛˋ
沉重	ㄔㄣˊ ㄓㄨㄥˋ
成人	ㄔㄥˊ ㄖㄣˊ
承擔	ㄔㄥˊ ㄉㄢ
承認	ㄔㄥˊ ㄖㄣˋ
誠信	ㄔㄥˊ ㄒㄧㄣˋ
程序	ㄔㄥˊ ㄒㄩˋ
吃驚	ㄔ ㄐㄧㄥ
承受	ㄔㄥˊ ㄕㄡˋ
尺子	ㄔˇ ˙ㄗ
充電器	ㄔㄨㄥ ㄉㄧㄢˋ ㄑㄧˋ
蟲子	ㄔㄨㄥˊ ˙ㄗ
充分	ㄔㄨㄥ ㄈㄣ
抽獎	ㄔㄡ ㄐㄧㄤˇ
抽煙	ㄔㄡ ㄧㄢ
出色	ㄔㄨ ㄙㄜˋ
出席	ㄔㄨ ㄒㄧˊ
處於	ㄔㄨˇ ㄩˊ
穿上	ㄔㄨㄢ ㄕㄤˋ
窗臺	ㄔㄨㄤ ㄊㄞˊ
傳統	ㄔㄨㄢˊ ㄊㄨㄥˇ
純淨水	ㄔㄨㄣˊ ㄐㄧㄥˋ ㄕㄨㄟˇ
窗子	ㄔㄨㄤ ˙ㄗ
春季	ㄔㄨㄣ ㄐㄧˋ
此外	ㄘˇ ㄨㄞˋ
刺激	ㄘˋ ㄐㄧ
從此	ㄘㄨㄥˊ ㄘˇ
粗心	ㄘㄨ ㄒㄧㄣ
措施	ㄘㄨㄛˋ ㄕ
促使	ㄘㄨˋ ㄕˇ
促進	ㄘㄨˋ ㄐㄧㄣˋ
打雷	ㄉㄚˇ ㄌㄟˊ
打敗	ㄉㄚˇ ㄅㄞˋ
打折	ㄉㄚˇ ㄓㄜˊ
大多	ㄉㄚˋ ㄉㄨㄛ
大方	ㄉㄚˋ ㄈㄤ
大哥	ㄉㄚˋ ㄍㄜ
大規模	ㄉㄚˋ ㄍㄨㄟ ㄇㄛˊ
大會	ㄉㄚˋ ㄏㄨㄟˋ
大姐	ㄉㄚˋ ㄐㄧㄝˇ
大媽	ㄉㄚˋ ㄇㄚ
大型	ㄉㄚˋ ㄒㄧㄥˊ
大陸	ㄉㄚˋ ㄌㄨˋ
大眾	ㄉㄚˋ ㄓㄨㄥˋ
大爺	ㄉㄚˋ ㄧㄝˊ
代替	ㄉㄞˋ ㄊㄧˋ
待遇	ㄉㄞˋ ㄩˋ
擔任	ㄉㄢ ㄖㄣˋ
擔保	ㄉㄢ ㄅㄠˇ
單純	ㄉㄢ ㄔㄨㄣˊ
單調	ㄉㄢ ㄉㄧㄠˋ
單獨	ㄉㄢ ㄉㄨˊ
得意	ㄉㄜˊ ㄧˋ
導致	ㄉㄠˇ ㄓˋ
登錄	ㄉㄥ ㄌㄨˋ
登山	ㄉㄥ ㄕㄢ
的確	ㄉㄧˊ ㄑㄩㄝˋ
敵人	ㄉㄧˊ ㄖㄣˊ
地面	ㄉㄧˋ ㄇㄧㄢˋ
地位	ㄉㄧˋ ㄨㄟˋ
地下	ㄉㄧˋ ㄒㄧㄚˋ
典型	ㄉㄧㄢˇ ㄒㄧㄥˊ
點名	ㄉㄧㄢˇ ㄇㄧㄥˊ
電燈	ㄉㄧㄢˋ ㄉㄥ
電動車	ㄉㄧㄢˋ ㄉㄨㄥˋ ㄔㄜ
